County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,Latitude,FCC Issued,Longitude,FCC Accepted,Location Points
Sullivan,Roscoe Farmers' Market,"Old Route 17 Rockland Road (Rt 206), Near Reynolds House Inn & Motel",1934 Old Route 17,Roscoe,NY,12776,Anne Marie Dennis,6074985665,https://www.facebook.com/events/1735555463393559,Sunday 10am-2pm,May 13-October 7,P/M,Y,N,41.93282,N,-74.91236,Y,"(41.93282, -74.91236)"
Tompkins,Brooktondale Farmers' Market,"Brooktondale Community Center, 522 Valley Rd. Brooktondale",522 Brooktondale Road,Brooktondale,NY,14817,Carine Kenyon,6075397927,,Tuesday  4pm-7pm,May 1-October 23,P/M,Y,N,42.38185,N,-76.39376,Y,"(42.38185, -76.39376)"
Tompkins,Ithaca Farmers' Market (Dewitt Park Tue),Dewitt Park Cayuga St.,North Cayuga St and East Buffalo St,Ithaca,NY,14850,Becca Rimmel,6072737109,http://www.ithacamarket.com,Tuesday  9am-2pm,May 1-October 23,P/M,Y,Y,42.44131,Y,-76.49911,Y,"(42.44131, -76.49911)"
Tompkins,Ithaca Farmers' Market (East Hill Wed),East Hill Plaza 380 Pine Tree Rd.,380 Pine Tree Road,Ithaca,NY,14850,Becca Rimmel,6072737109,http://www.ithacamarket.com,Wednesday  4pm-7pm,May 2-October 24,P/M,Y,Y,42.4385,Y,-76.46559,Y,"(42.4385, -76.46559)"
Tompkins,Ithaca Farmers' Market (Steamboat Sat),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Becca Rimmel,6072737109,http://www.ithacamarket.com,Saturday  9am-3pm,April 7-December 22,P/M/X,Y,Y,42.44958,Y,-76.50785,Y,"(42.44958, -76.50785)"
Tompkins,Ithaca Farmers' Market (Steamboat Sun),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Becca Rimmel,6072737109,http://www.ithacamarket.com,Sunday  10am-3pm,April 7-December 22,P/M/X,Y,Y,42.44958,Y,-76.50782,Y,"(42.44958, -76.50782)"
Tompkins,Trumansburg Farmers' Market,69-71 W Main St.,69-71 W Main St.,Trumansburg,NY,14886,Elaine Springer,7063714034,http://www.tburgfarmersmarket.com,Wednesday  4pm-7pm,May 9-October 24,P/M,Y,N,42.54336,Y,-76.66737,Y,"(42.54336, -76.66737)"
Ulster,Kingston Farmers' Market,Old Dutch Church 272 Wall Street,Wall St and John St,Kingston,NY,12401,Katy Kondrat,3477217386,http://www.kingstonfarmersmarket.org,Saturday  9am-2pm,May 12-November 17,P/M,Y,Y,41.93384,Y,-74.01968,Y,"(41.93384, -74.01968)"
Ulster,Kingston WINTER Farmers' Market,"Bethany Hall Old Dutch Church, 272 Wall Street corner Wall & Main St.",272 Wall Street,Kingston,NY,12401,Katy Kondrat,3477217386,http://www.kingstonfarmersmarket.org,Alt Saturdays  10am-2pm,December-April,X/W/P,N,Y,41.93286,Y,-74.01884,Y,"(41.93286, -74.01884)"
Ulster,Rosendale WINTER Farmers' Market,"Rosendale Recreation Center, 1055 State Route 32",1055 State Route 32,Rosendale,NY,12472,Megan Sperry,9179306726,http://www.facebook.com/pages/Rosendale-Farmers-Market/232869283220,"2nd and 4th Sunday  10am-2pm , Closed Dec 24th and Feb 25th",December-April,X/W/P,N,Y,41.842373,Y,-74.075752,Y,"(41.842373, -74.075752)"
Ulster,Saugerties Farmers' Market,115 Main St.,115 Main Street,Saugerties,NY,12477,Judith Spektor,9177415524,http://saugertiesfarmersmarket.com,Saturday  10am-2pm,May 26-October 27,P/M,Y,Y,42.07901,Y,-73.94894,Y,"(42.07901, -73.94894)"
Ulster,Woodstock Farm Festival Farmers' Market,6 Maple Lane,6 Maple Ln,Woodstock,NY,12498,Sharon Burns-leader,8452744080,http://www.woodstockfarmfestival.com,Wednesday  3pm-8pm,May 30-October 17,P/M,Y,Y,42.04018,Y,-74.11797,Y,"(42.04018, -74.11797)"
Warren,Glens Falls Farmers' Market,South Street Market Pavilion,25 South Street,Glens Falls,NY,12801,Richard Sandora,5187920438,http://www.gffma.com,Saturday  8am-12pm,May 5-October 27,P/M,Y,Y,43.3099,Y,-73.64699,Y,"(43.3099, -73.64699)"
Warren,Glens Falls WINTER Farmers' Market,Sanford Street School 10 Sanford St.,10 Sanford Street,Glens Falls,NY,12801,Richard Sandora,5187920438,http://www.glensfallsfarmersmarket.com,Saturday  9am-12pm,November 4-April 28,M/X/W/P,Y,Y,43.3173,N,-73.65347,Y,"(43.3173, -73.65347)"
Warren,Warrensburgh Riverfront Farmers' Market,"Warrenburgh Mills Historic District, Rt 418 (River St.) near Curtis Lumber",176 River Street,Warrensburg,NY,12811,Teresa Whalen,5184665497,http://www.localharvest.org/warrensburgh-riverfront-farmers-market-M22857,Friday  3pm-6pm,May 25-October 5,P/M,Y,N,43.48876,N,-73.77828,Y,"(43.48876, -73.77828)"
Washington,Cambridge Valley Farmers' Market,"4 Broad Street, Green Space across from the Co-op",4 Broad Street,Cambridge,NY,12816,Lindsay Fisk,5185389467,,Sunday  10am-2pm,May 20-October 28,P/M,Y,N,43.02833,N,-73.38093,Y,"(43.02833, -73.38093)"
Washington,Stannard Farm Stand,2275 State Route 22,2275 State Route 22,Cambridge,NY,12816,James & Melissa Stannard,5187914681,,Daily  9am-6pm,April 1-December 23,P/M/X,Y,N,43.05562,N,-73.37243,Y,"(43.05562, -73.37243)"
Westchester,Bronxville Farmers' Market,1 Stone Place & Paxton Ave,1 Stone Place,Bronxville,NY,10708,Pascale Le Draoulec,9144788068,http://www.bronxvillefarmersmarket.com,Saturday  8:30am-1pm,May 12-November 17,P/M,Y,N,40.94076,N,-73.83693,Y,"(40.94076, -73.83693)"
Westchester,Chappaqua Farmers' Market,Chappaqua Train Station 108 Allen Pl,108 Allen Place,Chappaqua,NY,10514,Pascale Le Draoulec,9144788068,http://chappaquafarmersmarket.org,Saturday  8:30am-1pm,May 12-November 17,P/M,Y,N,41.158667,N,-73.774039,Y,"(41.158667, -73.774039)"
Westchester,Chappaqua WINTER Farmers' Market,"First Congregational Church , 210 Orchard Ridge Rd",210 Orchard Ridge Rd,Chappaqua,NY,10514,Pascale Le Draoulec,9144788068,http://www.chappaquafarmersmarket.org,1st Saturday of month  9am-1pm,January-April,W/P,N,N,41.165823,N,-73.761292,Y,"(41.165823, -73.761292)"
Westchester,Hastings WINTER Farmers' Market,"Hastings Community Center, 44 Main St.",44 Main St.,Hastings,NY,13036,Pascale Le Draoulec,9144788068,http://www.hastingsfarmersmarket.org,1st and 3rd Saturday  9am-1pm,Dec-May,X/W/P,N,Y,43.29237,N,-76.14928,Y,"(43.29237, -76.14928)"
Westchester,Hilltop Hanover Farm Farm Stand,1271 Hanover St Yorktown Heights,1271 Hanover St,Yorktown heights,NY,10598,Susan Hubbard,9149622368,http://www.hilltophanoverfarm.org,"Friday  1pm-6pm, Sat/Sun  10am-4pm",May 4-November 20,P/M,Y,N,41.25159,N,-73.7724,Y,"(41.25159, -73.7724)"
Westchester,John Jay Homestead Farmers' Market,400 Jay St. Katonah,400 Jay St.,Katonah,NY,10536,Vanessa Pahucki,9179513588,http://www.johnjayhomestead.org,Saturday  10am-2pm,May 12-October 27,P/M,Y,N,41.24819,N,-73.65956,Y,"(41.24819, -73.65956)"
Westchester,Larchmont Farmers' Market,Metro North pkng lot 122 Myrtle Blvd.,122 Myrtle Blvd.,Larchmont,NY,10538,Kate Cascone,9149234837,http://www.downtoearthmarkets.com,Saturday  8:30am-1pm,April 21-December 29,P/M/X,Y,Y,40.93543,Y,-73.75946,Y,"(40.93543, -73.75946)"
Westchester,Mamaroneck WINTER Farmers' Market,"Saint Thomas Episcopal Church, 168 W. Boston Post Rd.",168 W. Boston Post Rd.,Mamaroneck,NY,10543,Frankie Rowland,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-1pm,January 6-April 15,W/P,N,N,40.948085,N,-73.734649,Y,"(40.948085, -73.734649)"
Westchester,Muscoot Farmers' Market,"Muscoot Farm 51 Route 100, Katonah",51 Route 100,Katonah,NY,10536,Michelle Nicolosi,9148647286,http://www.muscootfarm.org,Sun  9:30am-2:30pm,May 13-November 11,P/M,N,N,41.261,N,-73.72325,Y,"(41.261, -73.72325)"
Westchester,Ossining Farmers' Market,Market Square 100 Main Street,100 Main Street,Ossining,NY,10562,Kate Cascone,9149234837,http://www.downtoearthmarkets.com,Saturday  8:30am-1pm,April 21-December 29,P/M/X,Y,Y,41.16105,Y,-73.86351,Y,"(41.16105, -73.86351)"
Westchester,Ossining WINTER Farmers' Market,Spring and Main Streets,Spring and Main Streets,Ossining,NY,10562,Kate Cascone,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-1pm,January 6-May12,W/P,N,Y,41.16104,Y,-73.86351,Y,"(41.16104, -73.86351)"
Westchester,Peekskill Farmers' Market,1 Bank St. Downtown btwn Park & Main St.,1 Bank St,Peekskill,NY,10566,Corinna Makris,9144184920,http://www.peekskillfarmersmarket.com,Saturday  8am-2pm,April 21-November 17,P/M,Y,N,41.29096,N,-73.91902,Y,"(41.29096, -73.91902)"
Westchester,Peekskill WINTER Farmers' Market,925 South St.,925 South St.,Peekskill,NY,10566,Corinna Makris,9144184920,http://www.peekskillfarmersmarket.com,Saturday  9am-2pm,January 5-April 15,W/P,N,N,41.29106,N,-73.92264,Y,"(41.29106, -73.92264)"
Westchester,Pleasantville Farmers' Market,"Memorial Plaza parking lot, off Manville Rd. next to Train Station",Manville Rd and Wheeler Ave,Pleasantville,NY,10570,Steven Bates,9142054545,http://www.pleasantvillefarmersmarket.org,Saturday  8:30am-1pm,April 7-November 17,P/M,Y,Y,41.13526,N,-73.79218,Y,"(41.13526, -73.79218)"
Westchester,Port Chester Farmers' Market,Highland St. Parking Lot,Highland Park,Port Chester,NY,10506,Lance Larsen,9142811272,http://www.portchesterfarmersmarket.com,Sunday  10am-2pm,May 13-November 18,P/M,Y,N,41.00503,N,-73.66197,Y,"(41.00503, -73.66197)"
Westchester,Rye Farmers' Market,"Parking lot on Theodore Fremd Ave., Behind Purchase Street Stores",9 Theodore Fremd Ave,Rye,NY,10580,Kate Cascone,9149234837,http://www.downtoearthmarkets.com,Sunday  8:30am-2pm,May 13-December 2,P/M/X,Y,Y,40.98485,Y,-73.68464,Y,"(40.98485, -73.68464)"
Westchester,Scarsdale WINTER Farmers' Market,"24-26 Harwood Court, Harwood Building",24-26 Harwood Court,Scarsdale,NY,10583,Corinna Makris,9144184920,https://www.facebook.com/scarsdalefarmersmarket/,Thursday  11am-5pm,November 30-April 26,M/X/W/P,N,N,40.98905,N,-73.80708,Y,"(40.98905, -73.80708)"
Westchester,Tarrytown & Sleepy Hollow (TaSH) Farmers' Market,Patriots Park Route 9,Patriots Park Route 9,Sleepy Hollow,NY,10591,Linda Eder,9144717437,http://www.tashfarmersmarket.org,Sat  8:30am-2pm,May 26-November 17,P/M,Y,Y,41.08525,N,-73.85924,Y,"(41.08525, -73.85924)"
Westchester,White Plains (International) Sat Farmers' Market,125 Court St.  btwn Martine Ave. & Main St.,125 Court St,White Plains,NY,10601,Johanna Safar,9143181067,http://www.bensidounusa.com,Saturday  8am-2pm,May 19-November 17,P/M,Y,N,41.02952,N,-73.7663,Y,"(41.02952, -73.7663)"
Westchester,White Plains (International) Wed Farmers' Market,125 Court St.  btwn Martine Ave. & Main St.,125 Court St,White Plains,NY,10601,Johanna Safar,9143181067,http://www.bensidounusa.com,Wednesday  8am-4pm,April 25-November 25,P/M,Y,N,41.02944,N,-73.76659,Y,"(41.02944, -73.76659)"
Wyoming,Farm & Artisan Market at the Villa,Artisan Villa  140 North Main St.  Warsaw,140 North Main Street,Warsaw,NY,14569,Ashley Milhollen,5857868766,http://www.marketatthevilla.com,Thursday  2pm-6pm,May 31-October 11,P/M,Y,N,42.74311,N,-78.13256,Y,"(42.74311, -78.13256)"
Yates,The Windmill Farmers' Market,3900 Route 14A at Hobson Road in Penn Yan,3900 State Route 14A,Penn Yan,NY,14527,Stephen D. Wilson,3155215513,http://www.thewindmill.com,Saturday  8am-4:30pm,April 28-December 8,P/M/X,Y,N,42.57687,N,-77.03609,Y,"(42.57687, -77.03609)"
Yates,Yates County Co-op Farm & Craft Market,Sidewalk Main St.  Penn Yan,Main St and Elm St,Penn Yan,NY,14527,Rivka Davis,6072435234,http://facebook.com/PennYan.Farmers.Market,Saturday  8am-12pm,May 26-September 29,P/M,Y,N,42.66095,N,-77.05365,Y,"(42.66095, -77.05365)"
