County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,Latitude,FCC Issued,Longitude,FCC Accepted,Location Points
Schenectady,Veggie Mobile-Summit Towers,720 Albany St. Schenectady,720 Albany street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 1:30pm-2pm,Year-round,YR,Y,Y,42.80923,Y,-73.93822,Y,"(42.80923, -73.93822)"
Schenectady,Veggie Mobile-Ten Eyck Apts,375 Broadway Schenectady,375 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,YR,Y,Y,42.80919,Y,-73.94511,Y,"(42.80919, -73.94511)"
Schoharie,Barber Family Farm Stand,3617 State Route 30 Middleburgh,3617 State Route 30,Fulton,NY,12122,Sarah Hooper,5188275454,http://www.barbersfarm.com,"Jun-Dec Daily, 9am-5:30pm, Jan-May Sat/Sun, 9am-4pm",Year-round,YR,Y,Y,42.58123,N,-74.39189,Y,"(42.58123, -74.39189)"
Schoharie,Parsons Vegetable Farm Farm Stand,756 US Highway 20 Sharon Springs,756 US Highway 20,Sharon Springs,NY,13459,Kenyon Parsons,5182842330,,Daily  10am-6pm,May 20-December 24,P/M/X,Y,N,42.78332,N,-74.60004,Y,"(42.78332, -74.60004)"
Schoharie,The Carrot Barn,"Schoharie Valley Farms, 5605 State Route 30",5605 State Route 30,Schoharie,NY,12157,Shirley Ball,5182957139,http://www.schoharievalleyfarms.com/,Daily 9am-6pm,March 1-December 24,W/P/M/X,Y,N,42.68477,N,-74.29692,Y,"(42.68477, -74.29692)"
Steuben,Corning WINTER Farmers' Market,"1 West Market Street, inside the Information Center of Corning",1 West Market Street,Corning,NY,14830,Andy Lyon,5705372128,http://www.facebook.com/corningwinterfarmersmarket,Saturday  11am-3pm,November-March,M/X/W,N,Y,42.14351,N,-77.05495,Y,"(42.14351, -77.05495)"
Steuben,Dave's Produce Farm Stand,6719 State Route 415 S Bath,6719 State Route 415 South,Bath,NY,14810,David Hyer,6077947043,,"Daily  9am-6pm, Nov-Dec  10am-5pm",April 20-December 24,P/M/X,Y,N,42.32583,N,-77.29073,Y,"(42.32583, -77.29073)"
Steuben,Painted Post WINTER Market,225 Steuben Street,227 Steuben Street,Painted Post,NY,14870,Cathy Halm,6075278730,http://www.facebook.com/paintedpostfarmersmarket,Alt Sat  11am-3pm,November 3-March 16,M/X/W/P,Y,N,42.16067,N,-77.09283,Y,"(42.16067, -77.09283)"
Suffolk,Fink's Country Farm Stand,6242 Middle Country Rd.  Manorville,6242 Middle Country Rd.,Manorville,NY,11949,Michelle A. Fink,6318862272,http://www.finksfarm.com/Farm-Stand-Long-Island.html,"Mon-Fri  9am-6pm, Sat/Sun  8am-6pm",May 1-Dec 25,P/M/X,Y,N,40.91269,N,-72.83796,Y,"(40.91269, -72.83796)"
Suffolk,Riverhead Saturday Farmers' Market,"117 E Main Street, Riverhead",117 East Main Street,Riverhead,NY,11901,Bernadette Martin,5166705311,http://www.ligreenmarket.org,Saturday  10am-2pm,November 25-March 31,M/X/W,N,N,40.91741,N,-72.66047,Y,"(40.91741, -72.66047)"
Suffolk,Schneider's Farm Stand,316 Old Country Rd.  Melville,316 Old Country Road,Melville,NY,11747,Mary Schneider,6316735844,http://www.schneidersfarmmelville.com,Daily  9am-6pm,April 26-December 24,P/M/X,Y,N,40.80186,N,-73.39911,Y,"(40.80186, -73.39911)"
Sullivan,Callicoon WINTER Farmers' Market,"Delaware Youth Center, 8 Creamery Road Callicoon",8 Creamery Road,Callicoon,NY,12723,Scott Goodman,8459328492,http://callicoonfarmersmarket.org/,Sunday  11am-2pm,November 4-April 28,M/X/W/P,N,Y,41.76418,N,-75.05712,Y,"(41.76418, -75.05712)"
Tompkins,Ithaca Farmers' Market (Steamboat Sat),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Becca Rimmel,6072737109,http://www.ithacamarket.com,Saturday  9am-3pm,April 7-December 22,P/M/X,Y,Y,42.44958,Y,-76.50785,Y,"(42.44958, -76.50785)"
Tompkins,Ithaca Farmers' Market (Steamboat Sun),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Becca Rimmel,6072737109,http://www.ithacamarket.com,Sunday  10am-3pm,April 7-December 22,P/M/X,Y,Y,42.44958,Y,-76.50782,Y,"(42.44958, -76.50782)"
Tompkins,Ithaca WINTER Farmers' Market,"The Space@GreenStar, 700 West Buffalo St. Ithaca",700 West Buffalo St.,Ithaca,NY,14850,Aaron Munzer,6072737109,http://www.ithacamarket.com,Saturday  10:30am-2pm,January 6-March 31,W,N,Y,42.44097,Y,-76.51093,Y,"(42.44097, -76.51093)"
Ulster,Kingston WINTER Farmers' Market,"Bethany Hall Old Dutch Church, 272 Wall Street corner Wall & Main St.",272 Wall Street,Kingston,NY,12401,Katy Kondrat,3477217386,http://www.kingstonfarmersmarket.org,Alt Saturdays  10am-2pm,December-April,X/W/P,N,Y,41.93286,Y,-74.01884,Y,"(41.93286, -74.01884)"
Ulster,Rosendale WINTER Farmers' Market,"Rosendale Recreation Center, 1055 State Route 32",1055 State Route 32,Rosendale,NY,12472,Megan Sperry,9179306726,http://www.facebook.com/pages/Rosendale-Farmers-Market/232869283220,"2nd and 4th Sunday  10am-2pm , Closed Dec 24th and Feb 25th",December-April,X/W/P,N,Y,41.842373,Y,-74.075752,Y,"(41.842373, -74.075752)"
Warren,Blackberry Hill Farm and Sanctuary Farm Stand,15 Mud Street Athol,15 Mud Street,Athol,NY,12810,Robert Barody,5187443351,https://blackberryhillfarmandsanctuary.com/,Sat/Sun 9am-4pm,Year-round,YR,Y,N,43.4926,N,-73.85734,Y,"(43.4926, -73.85734)"
Warren,Glens Falls WINTER Farmers' Market,Sanford Street School 10 Sanford St.,10 Sanford Street,Glens Falls,NY,12801,Richard Sandora,5187920438,http://www.glensfallsfarmersmarket.com,Saturday  9am-12pm,November 4-April 28,M/X/W/P,Y,Y,43.3173,N,-73.65347,Y,"(43.3173, -73.65347)"
Washington,Cambridge Valley WINTER Farmers' Market,"Lovejoy Building , 5 Washington Street",5 Washington Street,Cambridge,NY,12816,Lindsay Fisk,5185389467,,Sunday  10am-2pm,November 4-December 23,M/X,N,N,43.02872,N,-73.37955,Y,"(43.02872, -73.37955)"
Washington,Greenwich Farmers' Market,106 Main Street,106 Main Street,Greenwich,NY,12834,Julie Callahan,5189447149,https://www.localharvest.org/greenwich-farmers-market-M44584,Wednesday  3pm-6pm,Year-round,YR,Y,N,43.08931,N,-73.49854,Y,"(43.08931, -73.49854)"
Washington,Stannard Farm Stand,2275 State Route 22,2275 State Route 22,Cambridge,NY,12816,James & Melissa Stannard,5187914681,,Daily  9am-6pm,April 1-December 23,P/M/X,Y,N,43.05562,N,-73.37243,Y,"(43.05562, -73.37243)"
Wayne,The Apple Shed Farm Stand,"3391 Fairville Maple Ridge Rd.  , Newark",3391 Fairville Maple Ridge Rd,Newark,NY,14513,Barbara Wells,3153316294,http://www.theappleshed.com,"Daily  10am-6pm, Closed Mondays",June 15-December 23,M/X,Y,Y,43.12967,N,-77.09774,Y,"(43.12967, -77.09774)"
Westchester,Chappaqua WINTER Farmers' Market,"First Congregational Church , 210 Orchard Ridge Rd",210 Orchard Ridge Rd,Chappaqua,NY,10514,Pascale Le Draoulec,9144788068,http://www.chappaquafarmersmarket.org,1st Saturday of month  9am-1pm,January-April,W/P,N,N,41.165823,N,-73.761292,Y,"(41.165823, -73.761292)"
Westchester,Fable: From Farm to Table Farm Stand,1311 Kitchawan Rd.  Ossining,1311 Kitchawan Road,Ossining,NY,10562,Tom Deacon,9148620205,http://www.fablefoods.com,"Sat/Sun  9am-4pm, Nov 1-Dec 31  9am-3pm",June 3-December 31,M/X,Y,N,41.21059,N,-73.81496,Y,"(41.21059, -73.81496)"
Westchester,Hastings WINTER Farmers' Market,"Hastings Community Center, 44 Main St.",44 Main St.,Hastings,NY,13036,Pascale Le Draoulec,9144788068,http://www.hastingsfarmersmarket.org,1st and 3rd Saturday  9am-1pm,Dec-May,X/W/P,N,Y,43.29237,N,-76.14928,Y,"(43.29237, -76.14928)"
Westchester,Larchmont Farmers' Market,Metro North pkng lot 122 Myrtle Blvd.,122 Myrtle Blvd.,Larchmont,NY,10538,Kate Cascone,9149234837,http://www.downtoearthmarkets.com,Saturday  8:30am-1pm,April 21-December 29,P/M/X,Y,Y,40.93543,Y,-73.75946,Y,"(40.93543, -73.75946)"
Westchester,Mamaroneck WINTER Farmers' Market,"Saint Thomas Episcopal Church, 168 W. Boston Post Rd.",168 W. Boston Post Rd.,Mamaroneck,NY,10543,Frankie Rowland,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-1pm,January 6-April 15,W/P,N,N,40.948085,N,-73.734649,Y,"(40.948085, -73.734649)"
Westchester,NY Presbyterian HVHC Farmers' Market,1980 Crompond Rd. Cortlandt Manor,1980 Crompond Rd.,Cortland Manor,NY,10567,Frances Mcarthy,9147343797,http://www.hvhc.org,"1st&3rd Tue 10:30am-3:30pm  , Jan-Mar: 3rd Tue Only",Year-round,YR,Y,Y,41.29265,N,-73.89242,Y,"(41.29265, -73.89242)"
Westchester,Ossining Farmers' Market,Market Square 100 Main Street,100 Main Street,Ossining,NY,10562,Kate Cascone,9149234837,http://www.downtoearthmarkets.com,Saturday  8:30am-1pm,April 21-December 29,P/M/X,Y,Y,41.16105,Y,-73.86351,Y,"(41.16105, -73.86351)"
Westchester,Ossining WINTER Farmers' Market,Spring and Main Streets,Spring and Main Streets,Ossining,NY,10562,Kate Cascone,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-1pm,January 6-May12,W/P,N,Y,41.16104,Y,-73.86351,Y,"(41.16104, -73.86351)"
Westchester,Peekskill WINTER Farmers' Market,925 South St.,925 South St.,Peekskill,NY,10566,Corinna Makris,9144184920,http://www.peekskillfarmersmarket.com,Saturday  9am-2pm,January 5-April 15,W/P,N,N,41.29106,N,-73.92264,Y,"(41.29106, -73.92264)"
Westchester,Pleasantville WINTER Farmers' Market,"Pleasantville Middle School, 40 Romer Ave",40 Romer Ave,Pleasantville,NY,10570,Steven Bates,9142054545,http://www.pleasantvillefarmersmarket.org,Saturday  8:30am-1pm,December 1-March 30,X/W,N,Y,41.134501,N,-73.785274,Y,"(41.134501, -73.785274)"
Westchester,Rye Farmers' Market,"Parking lot on Theodore Fremd Ave., Behind Purchase Street Stores",9 Theodore Fremd Ave,Rye,NY,10580,Kate Cascone,9149234837,http://www.downtoearthmarkets.com,Sunday  8:30am-2pm,May 13-December 2,P/M/X,Y,Y,40.98485,Y,-73.68464,Y,"(40.98485, -73.68464)"
Westchester,Scarsdale WINTER Farmers' Market,"24-26 Harwood Court, Harwood Building",24-26 Harwood Court,Scarsdale,NY,10583,Corinna Makris,9144184920,https://www.facebook.com/scarsdalefarmersmarket/,Thursday  11am-5pm,November 30-April 26,M/X/W/P,N,N,40.98905,N,-73.80708,Y,"(40.98905, -73.80708)"
Yates,The Windmill Farmers' Market,3900 Route 14A at Hobson Road in Penn Yan,3900 State Route 14A,Penn Yan,NY,14527,Stephen D. Wilson,3155215513,http://www.thewindmill.com,Saturday  8am-4:30pm,April 28-December 8,P/M/X,Y,N,42.57687,N,-77.03609,Y,"(42.57687, -77.03609)"
