X,Y,OBJECTID_12,OBJECTID_1,OBJECTID,DIR_P,STREET,DIR_S,STYPE,X1_DIR_P,X1_STRT,X1_DIR_S,X1_STYPE,X2_DIR_P,X2_STRT,X2_DIR_S,X2_STYPE,TR_DIR,SPOT,ZIP,BSI_DIST,BSI_ID,GPS_STAT,STATUS,IN_SERVICE,BLOCK,SHELTER,WITH_SHLTR,SH_BENCH,SH_QUAN,BENCH,WITH_BNCH,BN_QUAN,TR_CAN,WITH_TCAN,TR_QUAN,CURR_EDIT,COMMENT,SOURCE,CHG_PERS,ATT_DATE,GPS_DATE,SRVD_RTS,STOPABBR,ONSTREET,ATSTREET,STOPNAME,POINT_X,POINT_Y,LON,LAT,TO_DELETE,FAREZONEID,WITH_KIOSK,RT_LAYOVER,ADAComp,SRVD_RTS_O,GlobalID,created_us,created_da,last_edite,last_edi_1
-95.411707574738159,29.796112712809297,4175,6651,6651,N,DURHAM, ,DR,W,14TH, ,ST, , , , ,S,NS,77008,18,6665,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 7ft SW,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 27 -,DUR14TSN,DURHAM DR,14TH ST,DURHAM DR @ 14TH ST,3106416.24994636,13854469.9998912,0,0,N, , , , ,- 26 40 -,{BDEF9840-9FEF-4D5D-8575-F6D811BF0577}, ,,sn01,2016-02-22T00:00:00.000Z
-95.411668950909885,29.794252160846664,4176,6652,6652,N,DURHAM, ,DR,W,13TH, ,ST, , , , ,S,NS,77008,18,6666,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 7ft W,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 27 -,DUR13TSN,DURHAM DR,13TH ST,DURHAM DR @ 13TH ST,3106449.24988036,13853790.9999368,0,0,N, , , , ,- 26 40 -,{73D71ECB-8595-4145-B9FE-F57BC25255A7}, ,,sn01,2016-02-22T00:00:00.000Z
-95.411633433541382,29.792455237429326,4177,6653,6653,N,DURHAM, ,DR,W,12TH, ,ST, , , , ,S,NS,77008,18,6667,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 8ft SW,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 27 -,DUR12TSN,DURHAM DR,12TH ST,DURHAM DR @ 12TH ST,3106481.25014444,13853140.9999245,0,0,N, , , , ,- 26 40 -,{F47A5194-07FE-4812-B1A8-098B821354B7}, ,,sn01,2016-02-22T00:00:00.000Z
-95.411890337568138,29.790933319902045,4178,6654,6654,N,DURHAM, ,DR,W,11TH, ,ST, , , , ,S,NS,77008,18,6668,Y,A,1, ,4,1, ,1, ,0,0,C,1,1,0,Updated location by aerial photo in GIS  moved 10ft N  verified amenities,Google Maps Street View,spn,2016-04-28T00:00:00.000Z,2016-04-28T00:00:00.000Z,- 27 -,DUR11TSN,DURHAM DR,11TH ST,DURHAM DR @ 11TH ST,3106418.49994186,13852587.0000483,0,0,N, , , , ,- 26 -,{DE24E80B-1D5E-408E-B5A4-A1E695FAF4ED}, ,,vw08,2016-06-20T00:00:00.000Z
-95.411853696869713,29.787638466180784,4179,6655,6655,N,DURHAM, ,DR,W,11TH, ,ST, ,GLEN OAKS, ,RD,S,MB,77008,18,6669,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 9ft W,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 27 -,DUR11TSM,DURHAM DR,11TH ST,DURHAM DR @ 11TH ST,3106467.49984387,13851384.0001577,0,0,N, , , , ,- 26 -,{7CC11DEF-303F-44D5-B01A-705859168BE1}, ,,sn01,2016-02-22T00:00:00.000Z
-95.41180313924977,29.785647618521086,4180,6656,6656,N,DURHAM, ,DR, ,GLEN OAKS, ,RD, , , , ,S,NS,77008,18,6670,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 8ft W,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 27 -,DURGLESN,DURHAM DR,GLEN OAKS RD,DURHAM DR @ GLEN OAKS RD,3106504.25009844,13850661.9999613,0,0,N, , , , ,- 26 -,{FA36D71D-E226-4B05-AEF1-D037379A2DF5}, ,,sn01,2016-02-22T00:00:00.000Z
-95.410840370116247,29.778588323856678,4181,6657,6657,N,DURHAM, ,DR, ,CORNISH, ,ST, , , , ,S,NS,77007,18,6671,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 6ft W,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 27 -,DURCORSN,DURHAM DR,CORNISH ST,DURHAM DR @ CORNISH ST,3106887.74998762,13848103.000158,0,0,N, , , , ,- 26 -,{8AF4CC2E-992B-4A7C-959F-E5DE9A349AB6}, ,,sn01,2016-02-22T00:00:00.000Z
-95.411024937580066,29.790536883885583,4182,6658,6658,W,11TH, ,ST,N,SHEPHERD, ,DR,N,DURHAM, ,DR,W,MB,77008,18,6672,Y,A,1, ,7,1,M,1, ,0,0,M,1,1,0,Updated location by aerial photo in GIS  moved 3ft NW,Google Maps Street View,spn,2016-04-28T00:00:00.000Z,2016-04-28T00:00:00.000Z,- 30 -,11TSHEWM,11TH ST,SHEPHERD DR,11TH ST @ SHEPHERD DR,3106694.00004703,13852447.0000002,0,0,N, , , ,Y,- 40 -,{EB00200E-E047-401E-8F8C-30724618F3EA}, ,,vw08,2016-06-20T00:00:00.000Z
-95.414219946965147,29.790328564321317,4183,6659,6659,W,11TH, ,ST, ,BAY OAKS, ,RD, , , , ,W,NS,77008,18,6673,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 9ft N,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,11TBAYWN,11TH ST,BAY OAKS RD,11TH ST @ BAY OAKS RD,3105678.00011052,13852338.9998881,0,0,N, , , , ,- 40 -,{0DA7CF9B-FE0B-46DE-8A1A-ACF01D52B033}, ,, ,
-95.416135333550201,29.790215263978368,4184,6660,6660,W,11TH, ,ST, ,TC JESTER, ,BLVD, , , , ,W,NS,77008,18,6674,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS moved 10ft N,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,11TTCJWN,11TH ST,TC JESTER BLVD,11TH ST @ TC JESTER BLVD,3105077.00000019,13852279.0000081,0,0,N, , , , ,- 40 -,{7D89101A-F5B2-4F7C-80AE-77EC6BF2CC19}, ,, ,
-95.419652923238999,29.790197213470734,4185,6661,6661,W,11TH, ,ST, ,BRYCE, ,ST, , , , ,W,FS,77008,18,6675,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 10ft N,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 66 -,11TBRYWF,11TH ST,BRYCE ST,11TH ST @ BRYCE ST,3103959.49993861,13852241.0000841,0,0,N, , , , ,- 40 -,{3267E70D-44CE-46C3-B378-BA960844DCE9}, ,, ,
-95.421746161062984,29.789643283869676,4186,6662,6662,W,11TH, ,ST, ,SHELTERWOOD, ,DR, , , , ,W,NS,77008,18,6676,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 9ft N,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 66 -,11TSHEWN,11TH ST,SHELTERWOOD DR,11TH ST @ SHELTERWOOD DR,3103305.49993427,13852018.9998719,0,0,N, , , , ,- 40 -,{637DB1F6-347E-466C-9565-A34952D7C9BE}, ,, ,
-95.425278481466691,29.789383807895589,4187,6663,6663,W,11TH, ,ST, ,SHIRKMERE, ,RD, , , , ,W,NS,77008,18,6677,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 19ft NE,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 66 -,11TSHIWN,11TH ST,SHIRKMERE RD,11TH ST @ SHIRKMERE RD,3102188.4998717,13851888.0001339,0,0,N, , , , ,- 40 -,{CC462934-B2A7-429B-B08A-21BDF744EFC4}, ,, ,
-95.429829837830525,29.790266708426017,4188,6664,6664, ,ELLA, ,BLVD, ,PINESHADE, ,LN, , , , ,N,NS,77008,18,6678,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Verified location with GPS  not moved,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 30 -,ELLPISNN,ELLA BLVD,PINESHADE LN,ELLA BLVD @ PINESHADE LN,3100734.50015503,13852172.999892,0,0,N, , , , ,- 40 -,{DE9A9379-FB3C-40DE-9247-77A2DE038899}, ,,vw08,2016-01-06T00:00:00.000Z
-95.42981846848123,29.791568786025131,4189,6665,6665, ,ELLA, ,BLVD,W,12TH, ,ST, , , , ,N,NS,77008,18,6679,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS moved 10ft N,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELL12TNN,ELLA BLVD,12TH ST,ELLA BLVD @ 12TH ST,3100717.74986045,13852636.9999483,0,0,N, , , , ,- 40 -,{B7806AD0-C76B-41A2-9790-99FEC8F60A5C}, ,, ,
-95.429850857402087,29.793678187892073,4190,6666,6666, ,ELLA, ,BLVD, ,GROVEWOOD, ,LN, , , , ,N,FS,77008,18,6680,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 16ft S,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELLGRONF,ELLA BLVD,GROVEWOOD LN,ELLA BLVD @ GROVEWOOD LN,3100686.49992295,13853427.0000087,0,0,N, , , , ,- 40 -,{502BF6BD-2BD4-42A5-A274-731EB8F1A026}, ,, ,
-95.429859506282241,29.795408273869391,4191,6667,6667, ,ELLA, ,BLVD, ,CINDY, ,LN, , , , ,N,NS,77008,18,6681,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 4ft NE,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELLCINNN,ELLA BLVD,CINDY LN,ELLA BLVD @ CINDY LN,3100665.24996544,13854037.000101,0,0,N, , , , ,- 40 -,{77F270EF-1B5A-4F48-80CD-75E01C34B2EA}, ,, ,
-95.429896665466089,29.797581690308352,4192,6668,6668, ,ELLA, ,BLVD, ,KURY, ,LN, , , , ,N,FS,77008,18,6682,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 3ft NE,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELLKURNF,ELLA BLVD,KURY LN,ELLA BLVD @ KURY LN,3100629.00003794,13854828.0001594,0,0,N, , , , ,- 40 -,{7B3CA555-7804-4CCA-BD22-E94EC7E1BF52}, ,, ,
-95.429959690028539,29.799126481125569,4193,6669,6669, ,ELLA, ,BLVD, ,TANNEHILL, ,DR, , , , ,N,NS,77008,18,6683,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Verified location with GPS  not moved,FV20151009,spn,2015-10-12T00:00:00.000Z,2015-10-09T00:00:00.000Z,- 30 -,ELLTANNN,ELLA BLVD,TANNEHILL DR,ELLA BLVD @ TANNEHILL DR,3100595.00010595,13855392.0000157,0,0,N, , , ,Y,- 40 -,{0DB00094-74F9-47F2-A769-3F117879CBAF}, ,,vw08,2016-01-06T00:00:00.000Z
-95.429957344716811,29.80064006893004,4194,6670,6670, ,ELLA, ,BLVD, ,WILLOWBY, ,DR, , , , ,N,NS,77008,18,6684,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 4ft N,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELLWILNN,ELLA BLVD,WILLOWBY DR,ELLA BLVD @ WILLOWBY DR,3100578.25013945,13855937.9999079,0,0,N, , , , ,- 40 -,{F94DD03C-F3E8-400F-9B54-54BD443433D4}, ,, ,
-95.429871518533417,29.802276442328278,4195,6671,6671, ,ELLA, ,BLVD,W,TC JESTER, ,BLVD, , , , ,N,NS,77008,18,6685,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 12ft NW,Google Maps Street View,spn,2016-04-28T00:00:00.000Z,2016-04-28T00:00:00.000Z,- 30 -,ELLTCJNN,ELLA BLVD,TC JESTER BLVD,ELLA BLVD @ TC JESTER BLVD,3100596.50010294,13856529.0000383,0,0,N, , , , ,- 40 -,{BFE797B2-0BD1-4821-A4BB-D325A6AFC73D}, ,,vw08,2016-06-20T00:00:00.000Z
-95.429073887043145,29.804683472858532,4196,6672,6672, ,ELLA, ,BLVD,W,21ST, ,ST, , , , ,N,NS,77008,18,6686,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 5ft NW,Google Maps Street View,spn,2015-04-10T00:00:00.000Z,2015-04-10T00:00:00.000Z,- 30 -,ELL21SNN,ELLA BLVD,21ST ST,ELLA BLVD @ 21ST ST,3100811.50000103,13857413.9999087,0,0,N, , , ,Y,- 40 -,{3377C821-CA9E-4587-8223-6C60B7E08060}, ,,sn01,2016-04-28T00:00:00.000Z
-95.429113045546913,29.806550071987065,4197,6673,6673, ,ELLA, ,BLVD,W,23RD, ,ST, , , , ,N,NS,77008,18,6687,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 4ft NW,Googe Maps Street View,spn,2015-04-10T00:00:00.000Z,2015-04-10T00:00:00.000Z,- 30 -,ELL23RNN,ELLA BLVD,23RD ST,ELLA BLVD @ 23RD ST,3100774.00007603,13858088.999871,0,0,N, , , , ,- 40 -,{ADBA98C9-210F-49B2-8DC1-F8F9FDDBC0CC}, ,, ,
-95.429169988773893,29.808594982760344,4198,6674,6674, ,ELLA, ,BLVD,W,25TH, ,ST, , , , ,N,NS,77008,18,6688,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 6ft N,Google Maps Street View,spn,2015-04-10T00:00:00.000Z,2015-04-10T00:00:00.000Z,- 30 -,ELL25TNN,ELLA BLVD,25TH ST,ELLA BLVD @ 25TH ST,3100734.25015552,13858832.0000254,0,0,N, , , , ,- 40 -,{0BFAACF2-EC60-4F1F-91C3-53601ED12FD8}, ,, ,
-95.429233243819809,29.811467949250432,4199,6676,6676, ,ELLA, ,BLVD,N,LOOP,W, , , , , ,N,NS,77008,18,6690,Y,A,1, , ,0, ,0,C,1,1, ,0,0,0,Updated location by aerial photo in GIS  moved 3ft S  verified amenity,Google Maps Street View,spn,2016-04-28T00:00:00.000Z,2016-04-28T00:00:00.000Z,- 30 -,ELLLOONN,ELLA BLVD,N LOOP W,ELLA BLVD @ N LOOP W,3100686.24270561,13859883.8007434,0,0,N, , , , ,- 40 -,{A6AA4B78-3E7A-49A1-AB77-9885B4A0F988}, ,,vw08,2016-06-20T00:00:00.000Z
-95.429454684366434,29.811575274747817,4200,6677,6677, ,ELLA, ,BLVD,N,LOOP,W, , , , , ,S,FS,77008,18,6691,Y,A,1, ,4,1,W,1, ,0,0,C,1,1,0,Updated location by aerial photo in GIS  moved 7ft W,Google Maps Street View,spn,2016-04-28T00:00:00.000Z,2016-04-28T00:00:00.000Z,- 30 -,ELLLOOSF,ELLA BLVD,N LOOP W,ELLA BLVD @ N LOOP W,3100621.25005345,13859919.000148,0,0,N, , , ,Y,- 40 -,{9904055D-3D01-43FB-A219-CF9DA1A5BA8C}, ,,vw08,2016-06-20T00:00:00.000Z
-95.429386067374793,29.808792908186536,4201,6678,6678, ,ELLA, ,BLVD,W,25TH, ,ST, , , , ,S,NS,77008,18,6692,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 10ft W,Google Maps Street View,spn,2015-04-10T00:00:00.000Z,2015-04-10T00:00:00.000Z,- 30 -,ELL25TSN,ELLA BLVD,25TH ST,ELLA BLVD @ 25TH ST,3100673.99994795,13858909.9998694,0,0,N, , , , ,- 40 -,{FC0FBE93-440D-40D4-BA78-CEA51081E76A}, ,, ,
-95.429337044186084,29.806769441500403,4202,6679,6679, ,ELLA, ,BLVD,W,23RD, ,ST, , , , ,S,NS,77008,18,6693,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 9ft W,Google Maps Street View,spn,2015-04-10T00:00:00.000Z,2015-04-10T00:00:00.000Z,- 30 -,ELL23RSN,ELLA BLVD,23RD ST,ELLA BLVD @ 23RD ST,3100710.99987394,13858172.0000331,0,0,N, , , , ,- 40 -,{A91768FC-A975-4E1A-B9EA-0895B1CBC2F8}, ,, ,
-95.429287423708871,29.804890437027552,4203,6680,6680, ,ELLA, ,BLVD,W,21ST, ,ST, , , , ,S,NS,77008,18,6694,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 9ft NW,Google Maps Street View,spn,2015-04-10T00:00:00.000Z,2015-04-10T00:00:00.000Z,- 30 -,ELL21SSN,ELLA BLVD,21ST ST,ELLA BLVD @ 21ST ST,3100746.25013153,13857490.0000848,0,0,N, , , ,Y,- 40 -,{FD9FEA29-4921-40B9-9597-DF07E48C985C}, ,,vw08,2016-06-20T00:00:00.000Z
-95.429999941479835,29.802773101739298,4204,6681,6681, ,ELLA, ,BLVD,W,TC JESTER, ,BLVD, , , , ,S,NS,77008,18,6695,Y,A,1, ,4,1,W,1, ,0,0,C,1,1,0,Updated location by aerial photo in GIS  moved 5ft W  shltr type 2 to 4,Google Maps Street View,spn,2016-04-28T00:00:00.000Z,2016-04-28T00:00:00.000Z,- 30 -,ELLTCJSN,ELLA BLVD,TC JESTER BLVD,ELLA BLVD @ TC JESTER BLVD,3100544.99987786,13856712.9999984,0,0,N, , , ,Y,- 40 -,{90EAD472-9A2F-4DFF-9DEE-5BF8CD84B543}, ,,vw08,2016-06-20T00:00:00.000Z
-95.430165529307772,29.800867486065965,4205,6682,6682, ,ELLA, ,BLVD,W,18TH, ,ST, , , , ,S,FS,77008,18,6696,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 146ft S,Google Maps Street View,spn,2015-04-28T00:00:00.000Z,2015-04-28T00:00:00.000Z,- 30 -,ELL18TSF,ELLA BLVD,18TH ST,ELLA BLVD @ 18TH ST,3100503.99995986,13856148.0001441,0,0,N, , , , ,- 40 -,{B7BF5064-5879-499F-9573-A42B51FA9E3A}, ,, ,
-95.430142720372956,29.799304684471835,4206,6683,6683, ,ELLA, ,BLVD, ,TANNEHILL, ,DR, , , , ,S,NS,77008,18,6697,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Verified location by aerial photo in GIS  not moved,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELLTANSN,ELLA BLVD,TANNEHILL DR,ELLA BLVD @ TANNEHILL DR,3100534.99989787,13855454.9998897,0,0,N, , , , ,- 40 -,{38ED3801-206E-4849-B564-AE529542B2B4}, ,, ,
-95.430056818009717,29.795655105116591,4207,6685,6685, ,ELLA, ,BLVD, ,CINDY, ,LN, , , , ,S,NS,77008,18,6699,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 17ft N,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELLCINSN,ELLA BLVD,CINDY LN,ELLA BLVD @ CINDY LN,3100607.25008145,13854112.999949,0,0,N, , , , ,- 40 -,{A88BCB25-13B2-4615-B6DF-F46C49944081}, ,, ,
-95.430046734263954,29.793580461054624,4208,6686,6686, ,ELLA, ,BLVD, ,GROVEWOOD, ,LN, , , , ,S,NS,77008,18,6700,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS moved 3ft W,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELLGROSN,ELLA BLVD,GROVEWOOD LN,ELLA BLVD @ GROVEWOOD LN,3100630.00003594,13853375.0001127,0,0,N, , , , ,- 40 -,{566F39C8-48FD-478E-83A1-BBE39363C810}, ,, ,
-95.430035181898361,29.791977007384755,4209,6687,6687, ,ELLA, ,BLVD,W,12TH, ,ST, , , , ,S,NS,77008,18,6701,Y,A,1, ,4,1,W,1, ,0,0,C,1,1,0,Updated location by aerial photo in GIS  moved 3ft W,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELL12TSN,ELLA BLVD,12TH ST,ELLA BLVD @ 12TH ST,3100652.49999094,13852792.9999644,0,0,N, , , , ,- 40 -,{95FA5255-8777-4BAD-879E-84DE0CF05570}, ,, ,
-95.430022691027759,29.790455090011875,4210,6688,6688, ,ELLA, ,BLVD, ,PINESHADE, ,LN, , , , ,S,FS,77008,18,6702,Y,A,1, ,4,1,W,1, ,0,0,C,1,1,0,Verified location by aerial photo in GIS  not moved  verified amenities,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,ELLPINSF,ELLA BLVD,PINESHADE LN,ELLA BLVD @ PINESHADE LN,3100669.49995695,13852235.0000961,0,0,N, , , , ,- 40 -,{74155C41-CDB1-40F5-8674-00ADA97A767D}, ,, ,
-95.429495871875233,29.789150713383666,4211,6689,6689,W,11TH, ,ST, ,ELLA, ,BLVD, , , , ,E,FS,77008,18,6703,Y,A,1, ,4,1,W,1, ,0,0,C,1,1,0,Verified location by aerial photo in GIS  not moved  verified amenities,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 66 -,11TELLEF,11TH ST,ELLA BLVD,11TH ST @ ELLA BLVD,3100850.99992202,13851766.0000499,0,0,N, , , , ,- 40 -,{CF4D0C3D-2710-4859-85B5-8B0C45522AA3}, ,, ,
-95.425082533619616,29.789154501801487,4212,6690,6690,W,11TH, ,ST, ,SHIRKMERE, ,RD, , , , ,E,FS,77008,18,6704,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,33-Dir_p from blnk,Jc0125th.shp, ,1999-11-19T00:00:00.000Z,1999-01-25T00:00:00.000Z,- 30 66 -,11TSHIEF,11TH ST,SHIRKMERE RD,11TH ST @ SHIRKMERE RD,3102243.75008927,13851818.9999438,0,0,N, , , , ,- 40 -,{AD12A235-886B-4D44-A8F7-983E68383C70}, ,,sn01,2016-02-18T00:00:00.000Z
-95.421833279171977,29.789386531026611,4213,6691,6691,W,11TH, ,ST, ,SHELTERWOOD, ,DR, , , , ,E,NS,77008,18,6705,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 5ft N,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 66 -,11TSWDEN,11TH ST,SHELTERWOOD DR,11TH ST @ SHELTERWOOD DR,3103278.99998727,13851929.0000519,0,0,N, , , , ,- 40 -,{E4485ED9-9D91-4CC5-8D4B-D42AB46022D6}, ,, ,
-95.419310208094842,29.789985989260146,4214,6692,6692,W,11TH, ,ST, ,BRYCE, ,ST, , , , ,E,NS,77008,18,6706,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 3ft NW,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 66 -,11TBRYEN,11TH ST,BRYCE ST,11TH ST @ BRYCE ST,3104073.0000397,13852172.999892,0,0,N, , , , ,- 40 -,{01602B1F-A6E4-446A-AE7F-4FE071274DC3}, ,, ,
-95.416602489202944,29.790063610157201,4215,6693,6693,W,11TH, ,ST, ,TC JESTER, ,BLVD, , , , ,E,NS,77008,18,6707,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Updated location by aerial photo in GIS  moved 13ft SW,Google Maps Street View,spn,2016-01-26T00:00:00.000Z,2016-01-26T00:00:00.000Z,- 30 66 -,11TTCJEN,11TH ST,TC JESTER BLVD,11TH ST @ TC JESTER BLVD,3104933.2499596,13852230.0001061,0,0,N, , , , ,- 40 -,{407B2612-9D94-4A45-8893-20C7074EBF1A}, ,,sn01,2016-03-30T00:00:00.000Z
-95.414478263502588,29.790117660183544,4216,6694,6694,W,11TH, ,ST, ,BAY OAKS, ,RD, , , , ,E,NS,77008,18,6708,Y,A,1, , ,0, ,0, ,0,0, ,0,0,0,Verified location by aerial photo in GIS   not moved,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,11TBAYEN,11TH ST,BAY OAKS RD,11TH ST @ BAY OAKS RD,3105600.24993794,13852270.0000261,0,0,N, , , , ,- 40 -,{7A25A4FA-ACA5-4563-8501-4285B6F00535}, ,, ,
-95.411440854949603,29.790330893072788,4217,6695,6695,W,11TH, ,ST,N,DURHAM, ,DR, , , , ,E,FS,77008,18,6709,Y,A,1, , ,0, ,0, ,0,0,C,1,1,0,Updated location by aerial photo in GIS  moved 3ft S  removed type 1 shelt,Google Maps Street View,spn,2015-07-06T00:00:00.000Z,2015-07-06T00:00:00.000Z,- 30 -,11TDUREF,11TH ST,DURHAM DR,11TH ST @ DURHAM DR,3106562.99998094,13852374.0001462,0,0,N, , , ,Y,- 40 -,{582F8B1B-BEF8-4D19-ADB2-EFBBD11F2941}, ,,sn01,2016-04-28T00:00:00.000Z
-95.410235213949406,29.790404180233807,4218,6696,6696,W,11TH, ,ST,N,SHEPHERD, ,DR, , , , ,E,NS,77008,18,6710,Y,A,1, ,4,1,W,1, ,0,0,C,1,1,0,Verified location by aerial photo in GIS  not moved   verified amenities,Google Maps Street View,spn,2016-04-28T00:00:00.000Z,2016-04-28T00:00:00.000Z,- 30 -,11TSHEEN,11TH ST,SHEPHERD DR,11TH ST @ SHEPHERD DR,3106946.74986961,13852414.0000662,0,0,N, , , ,Y,- 40 -,{30C355F6-BF17-440D-B8A0-87D950ACE02B}, ,,vw08,2016-06-20T00:00:00.000Z
-95.411854022261181,29.803836329897354,4219,6697,6697,W,20TH, ,ST,N,DURHAM, ,DR, , , , ,W,NS,77008,18,6711,Y,A,1, , ,0, ,0,C,1,1,C,1,1,0,Updated location by aerial photo in GIS  moved 30ft E  added C bench,Google Maps Street View,spn,2015-08-16T00:00:00.000Z,2015-08-16T00:00:00.000Z,- 26 -,20TDURWN,20TH ST,DURHAM DR,20TH ST @ DURHAM DR,3106250.49994978,13857266.9998746,0,0,N, , , , ,- 26 40 -,{6068D184-563D-4632-965E-DB533461ADD8}, ,, ,
